sample_id,pathway_name,max_prob,mean_prob,n_pairs,partners,directions,rank
ALl1post,ICAM,2.376559440149781e-7,9.427034566540642e-8,27,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_TEMRA; cDC2; gdT; Granulocytes (Neutrophils); Myeloid Dendritic Cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pre-mDC,Immune->Plasma; Plasma->Immune,20
ALl1pre,MIF,0.005353247,6.548895378114005e-4,67,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,1
ALl1pre,MHC-I,0.001562739,1.9014472715837244e-4,138,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; gdT; Granulocytes (Neutrophils); MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC,Plasma->Immune,2
ALl1pre,MK,0.001058023,6.179129679872562e-5,83,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,3
ALl1pre,CypA,6.366169541218451e-4,1.0819893869416782e-4,40,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,4
ALl1pre,PECAM1,6.124322255671417e-4,1.5691818893483208e-4,24,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD8_Naive; cDC2; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,5
ALl1pre,APP,5.310340178195255e-4,6.0719374671297344e-5,12,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,6
ALl1pre,BAFF,3.7669169398620234e-4,7.880245238614644e-5,33,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,7
ALl1pre,PECAM2,3.20924069310205e-4,5.291318267582064e-5,25,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_Naive; CD8_Naive; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,8
ALl1pre,CLEC,2.097817481919275e-4,5.1376844954281704e-5,8,CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_TEMRA; gdT; MAIT; NK cells_CD56-_CD16+_cytotoxic_terminal,Plasma->Immune,9
ALl1pre,LAMININ,1.3201428492219932e-4,1.0703548935772091e-5,107,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,10
ALl1pre,APRIL,1.2378542528140984e-4,3.706160063496038e-5,18,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,11
ALl1pre,GALECTIN,1.0737375385704083e-4,4.747116823288631e-5,11,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC; Treg,Immune->Plasma,12
ALl1pre,ADGRE,9.512294667227627e-5,1.490220107707234e-5,74,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,13
ALl1pre,SELPLG,8.933028109164458e-5,2.762829430307486e-5,17,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_CM; CD4_Naive; CD8_CM; CD8_Naive; cDC2; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; pDC; Treg,Plasma->Immune,14
ALl1pre,MHC-II,6.16595697436439e-5,1.637742809812218e-5,11,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; cDC2; Erythroid_CD34- CD71+ GlyA-; NK cells_CD56-_CD16+_cytokine; pDC; Treg,Plasma->Immune,15
ALl1pre,Prostaglandin,4.543681162053555e-5,4.6348995295712074e-6,65,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; Treg,Plasma->Immune,16
ALl1pre,ICAM,4.099143101604274e-5,3.7432762624811904e-6,138,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,17
ALl1pre,THBS,2.7742015679885602e-5,1.3511653589968801e-5,7,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono,Immune->Plasma,18
ALl1pre,GAS,2.358714529227963e-5,7.331384951116418e-6,8,CD16 Mono; cDC2; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,19
ALl1pre,RESISTIN,2.1636109731075464e-5,9.997611963512667e-6,4,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; Erythroid_CD34- CD71+ GlyA-; Granulocytes (Neutrophils),Immune->Plasma,20
ALl20,MIF,2.868175530652142e-4,6.775698038162288e-5,37,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD8_CM; CD8_EM; CD8_Naive; cDC2; Erythroid_CD34- CD71+ GlyA-; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,1
ALl20,MHC-I,1.6315150418554411e-4,2.3435046448840286e-5,128,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71- GlyA+; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,2
ALl20,CypA,1.5241611240564558e-4,3.6008815239216295e-5,26,B cells_cycling; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_TEMRA; cDC2; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; Treg,Immune->Plasma; Plasma->Immune,3
ALl20,APP,9.638316599806141e-5,1.893992207237791e-5,7,B cells_cycling; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; cDC2; Hematopoietic stem cells_CD133+ CD34dim; pDC,Immune->Plasma; Plasma->Immune,4
ALl20,BAFF,6.457391951395076e-5,1.1051040111139953e-5,48,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; cDC2; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,5
ALl20,PECAM2,5.037223859043281e-5,6.0721322979184484e-6,29,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71- GlyA+; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,6
ALl20,MK,1.4866460163209105e-5,1.6808883585628769e-6,91,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,7
ALl20,GALECTIN,1.3107215231487255e-5,6.303858384037294e-6,10,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA+; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine,Immune->Plasma,8
ALl20,PECAM1,1.2880403641748042e-5,5.9447235645119225e-6,10,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; NK cells_CD56-_CD16+_cytokine,Immune->Plasma; Plasma->Immune,9
ALl20,APRIL,1.2482700517032634e-5,4.548423492498316e-6,18,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71- GlyA+; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,10
ALl20,ICAM,1.1263753848651131e-5,3.7574395327978327e-6,29,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD8_CM; CD8_EM; CD8_TEMRA; cDC2; gdT; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature,Immune->Plasma; Plasma->Immune,11
ALl20,CLEC,1.069317587049443e-5,6.135302069259621e-6,3,gdT; MAIT; NK cells_CD56-_CD16+_cytotoxic_terminal,Plasma->Immune,12
ALl20,CD99,7.326370911825652e-6,4.957528674417003e-7,35,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,13
ALl20,Prostaglandin,6.458946378870467e-6,1.3179998505157863e-6,31,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_TEMRA; cDC2; gdT; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal,Immune->Plasma; Plasma->Immune,14
ALl20,ADGRE,5.027659468147589e-6,2.315697765927957e-6,4,CD14 Mono_neutrophil-like2; CD16 Mono; NK cells_CD56-_CD16+_cytokine,Immune->Plasma; Plasma->Immune,15
ALl20,THBS,4.726408435379251e-6,2.6302861569437787e-6,8,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1,Immune->Plasma,16
ALl20,CD45,4.406046017545183e-6,1.7713219608467978e-6,6,Activated B cells; B cells_cycling; cDC2; Mature B cells class able to switch; Mature B cells class switched; Naive B cells,Plasma->Immune,17
ALl20,CCL,3.9691211902890845e-6,5.721174324670873e-7,11,B cells_cycling; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Hematopoietic stem cells_CD133+ CD34dim; MAIT; NK cells_CD56+_CD16-_immature; Treg,Immune->Plasma; Plasma->Immune,18
ALl20,MHC-II,3.6082997340435154e-6,1.0364283858234336e-6,14,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; cDC2; Erythroid_CD34- CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC; Treg,Plasma->Immune,19
ALl20,COLLAGEN,3.481697951781183e-6,3.2859507168998486e-7,113,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,20
ALl22,MIF,6.224995708993379e-4,1.656564321538398e-4,41,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD8_CM; CD8_EM; CD8_TEMRA; cDC2; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pDC; Treg,Immune->Plasma; Plasma->Immune,1
ALl22,CypA,3.851225502117806e-4,7.19897711024752e-5,31,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,2
ALl22,MHC-I,3.631515437653889e-4,5.281786800030573e-5,110,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; gdT; Granulocytes (Neutrophils); MAIT; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pDC,Plasma->Immune,3
ALl22,APP,1.871681252480265e-4,4.713759112131623e-5,5,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; cDC2; Megakaryocytes; pDC,Immune->Plasma,4
ALl22,BAFF,1.3240980143572944e-4,3.867535586772314e-5,26,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Megakaryocytes; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,5
ALl22,PECAM2,1.0155275526444204e-4,1.9932291783486124e-5,17,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD8_Naive; cDC2; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Megakaryocytes; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,6
ALl22,APRIL,6.411606580739558e-5,1.3109430563436312e-5,18,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,7
ALl22,CXCL,3.612843407609434e-5,2.641440306078977e-6,14,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Megakaryocytes,Immune->Plasma; Plasma->Immune,8
ALl22,CD99,2.9015754319318047e-5,2.0304319148425937e-6,36,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Megakaryocytes; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,9
ALl22,GALECTIN,2.263249349686611e-5,9.228901659607057e-6,12,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class switched; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; Treg,Immune->Plasma,10
ALl22,ICAM,1.9326002025028224e-5,4.279709369844738e-6,36,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_TEMRA; cDC2; gdT; Granulocytes (Neutrophils); MAIT; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pDC; Treg,Immune->Plasma; Plasma->Immune,11
ALl22,THBS,1.5784103944273636e-5,5.202382586113031e-6,11,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; Erythroid_CD34+ CD71+ GlyA-; Megakaryocytes,Immune->Plasma,12
ALl22,PECAM1,1.427025093741101e-5,7.645517321339407e-6,10,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; NK cells_CD56-_CD16+_cytokine,Immune->Plasma; Plasma->Immune,13
ALl22,COLLAGEN,1.2883740391847825e-5,1.7251321986715857e-6,80,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Megakaryocytes; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,14
